{'Device Status': 'Connected', 'Name': 'Gregory Callahan', 'User Name': 'craig15', 'MAC Address': '6f:19:66:ec:88:bb', 'IP Address': '73.205.105.74', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -45, 'Best RSSI (dBm)': -39, 'Uplink Data': 222888, 'Downlink Data': 678313, 'Avg. data rate': 531, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 15, 46, 28, 4485), 'First Detected At': datetime.datetime(2024, 2, 5, 1, 27, 38, 269590), 'Location': 'Dianaside', 'Sticky': True, 'Tag': 'city'}
{'Device Status': 'Connected', 'Name': 'David Smith', 'User Name': 'kingmarc', 'MAC Address': '5c:90:0e:da:cc:5b', 'IP Address': '175.36.20.6', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -80, 'Best RSSI (dBm)': -85, 'Uplink Data': 281046, 'Downlink Data': 115807, 'Avg. data rate': 199, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 14, 14, 30, 799937), 'First Detected At': datetime.datetime(2024, 1, 11, 14, 9, 30, 502100), 'Location': 'Hallhaven', 'Sticky': False, 'Tag': 'born'}
{'Device Status': 'Failed', 'Name': 'Rachel Hancock', 'User Name': 'stephen80', 'MAC Address': '8e:09:ef:c7:97:f5', 'IP Address': '155.224.97.106', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -83, 'Best RSSI (dBm)': -51, 'Uplink Data': 948120, 'Downlink Data': 124447, 'Avg. data rate': 119, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 16, 29, 23, 340739), 'First Detected At': datetime.datetime(2024, 1, 9, 5, 51, 23, 204649), 'Location': 'East Johnberg', 'Sticky': True, 'Tag': 'research'}
{'Device Status': 'Failed', 'Name': 'Michael Manning', 'User Name': 'sabrina86', 'MAC Address': '13:08:17:fa:08:18', 'IP Address': '63.239.46.32', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -47, 'Best RSSI (dBm)': -68, 'Uplink Data': 424561, 'Downlink Data': 227709, 'Avg. data rate': 462, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 9, 21, 17, 642218), 'First Detected At': datetime.datetime(2024, 1, 25, 5, 26, 59, 965649), 'Location': 'Zavalabury', 'Sticky': True, 'Tag': 'along'}
{'Device Status': 'Failed', 'Name': 'Jessica Webb', 'User Name': 'bassjames', 'MAC Address': 'e0:d9:c0:08:f4:89', 'IP Address': '97.23.249.98', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -70, 'Best RSSI (dBm)': -51, 'Uplink Data': 712330, 'Downlink Data': 238112, 'Avg. data rate': 278, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 11, 23, 59, 32260), 'First Detected At': datetime.datetime(2024, 1, 2, 22, 6, 8, 577586), 'Location': 'Donnabury', 'Sticky': False, 'Tag': 'serve'}
{'Device Status': 'Connected', 'Name': 'Timothy Williams', 'User Name': 'jacobstout', 'MAC Address': '61:e3:1e:d3:42:f3', 'IP Address': '45.155.100.106', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -87, 'Best RSSI (dBm)': -51, 'Uplink Data': 600825, 'Downlink Data': 244400, 'Avg. data rate': 494, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 12, 19, 48, 455939), 'First Detected At': datetime.datetime(2024, 1, 20, 14, 12, 45, 543830), 'Location': 'South Karenmouth', 'Sticky': True, 'Tag': 'forget'}
{'Device Status': 'Connected', 'Name': 'Christopher West', 'User Name': 'martinezelizabeth', 'MAC Address': '13:8a:b5:12:29:fa', 'IP Address': '180.17.47.217', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -85, 'Best RSSI (dBm)': -42, 'Uplink Data': 851364, 'Downlink Data': 634729, 'Avg. data rate': 16, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 3, 23, 37, 113088), 'First Detected At': datetime.datetime(2024, 1, 29, 20, 22, 14, 16896), 'Location': 'Kochstad', 'Sticky': True, 'Tag': 'agency'}
{'Device Status': 'Failed', 'Name': 'John Richardson', 'User Name': 'kenneth66', 'MAC Address': '85:81:16:9f:5d:61', 'IP Address': '160.148.43.202', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -49, 'Best RSSI (dBm)': -38, 'Uplink Data': 296109, 'Downlink Data': 666444, 'Avg. data rate': 982, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 9, 42, 29, 423957), 'First Detected At': datetime.datetime(2024, 1, 28, 20, 57, 7, 613555), 'Location': 'East David', 'Sticky': True, 'Tag': 'power'}
{'Device Status': 'Failed', 'Name': 'Natalie Mueller', 'User Name': 'amy76', 'MAC Address': '09:2b:ab:9c:5d:51', 'IP Address': '30.85.118.188', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -52, 'Best RSSI (dBm)': -70, 'Uplink Data': 123833, 'Downlink Data': 511473, 'Avg. data rate': 553, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 23, 59, 14, 609314), 'First Detected At': datetime.datetime(2024, 1, 7, 2, 12, 13, 447485), 'Location': 'Mcgeefort', 'Sticky': True, 'Tag': 'money'}
{'Device Status': 'Connected', 'Name': 'Justin Hernandez', 'User Name': 'richardsonstephen', 'MAC Address': '95:ba:d0:30:ae:74', 'IP Address': '80.202.154.209', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -49, 'Best RSSI (dBm)': -85, 'Uplink Data': 231784, 'Downlink Data': 539504, 'Avg. data rate': 829, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 7, 50, 36, 584719), 'First Detected At': datetime.datetime(2024, 1, 17, 12, 9, 13, 597568), 'Location': 'West Jasontown', 'Sticky': False, 'Tag': 'behavior'}
{'Device Status': 'Connected', 'Name': 'Jason Mcfarland', 'User Name': 'msingleton', 'MAC Address': 'a6:96:94:1c:34:3e', 'IP Address': '73.247.228.212', 'OS': 'Windows', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -73, 'Best RSSI (dBm)': -78, 'Uplink Data': 413656, 'Downlink Data': 570324, 'Avg. data rate': 618, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 22, 37, 27, 59414), 'First Detected At': datetime.datetime(2024, 1, 11, 11, 15, 9, 742500), 'Location': 'West Lauren', 'Sticky': True, 'Tag': 'teacher'}
{'Device Status': 'Connected', 'Name': 'Randall Black', 'User Name': 'ianderson', 'MAC Address': 'db:7d:a5:37:14:64', 'IP Address': '160.254.32.222', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -31, 'Best RSSI (dBm)': -93, 'Uplink Data': 652688, 'Downlink Data': 151007, 'Avg. data rate': 183, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 4, 18, 59, 753320), 'First Detected At': datetime.datetime(2024, 1, 16, 14, 15, 17, 877735), 'Location': 'Lake Abigail', 'Sticky': False, 'Tag': 'standard'}
{'Device Status': 'Connected', 'Name': 'Sean Cunningham', 'User Name': 'cassidy70', 'MAC Address': 'fb:c1:c4:68:f7:0d', 'IP Address': '156.237.247.5', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -92, 'Best RSSI (dBm)': -39, 'Uplink Data': 511563, 'Downlink Data': 941674, 'Avg. data rate': 415, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 12, 22, 29, 349419), 'First Detected At': datetime.datetime(2024, 1, 17, 21, 26, 6, 408078), 'Location': 'Port Evelyn', 'Sticky': True, 'Tag': 'street'}
{'Device Status': 'Failed', 'Name': 'Crystal Williams', 'User Name': 'jsmith', 'MAC Address': 'a0:63:25:39:c8:a1', 'IP Address': '34.54.132.99', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -49, 'Best RSSI (dBm)': -38, 'Uplink Data': 550978, 'Downlink Data': 921816, 'Avg. data rate': 181, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 23, 33, 33, 680191), 'First Detected At': datetime.datetime(2024, 1, 18, 2, 13, 58, 268623), 'Location': 'Kelleytown', 'Sticky': False, 'Tag': 'ahead'}
{'Device Status': 'Connected', 'Name': 'Michael Bond', 'User Name': 'bhaley', 'MAC Address': 'd9:78:1a:f6:3a:89', 'IP Address': '170.231.45.81', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -50, 'Best RSSI (dBm)': -92, 'Uplink Data': 642229, 'Downlink Data': 483916, 'Avg. data rate': 783, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 20, 50, 32, 979033), 'First Detected At': datetime.datetime(2024, 1, 23, 19, 25, 19, 901943), 'Location': 'South Dwaynebury', 'Sticky': False, 'Tag': 'risk'}
{'Device Status': 'Failed', 'Name': 'Douglas Smith', 'User Name': 'popevicki', 'MAC Address': '55:5c:57:75:88:96', 'IP Address': '76.169.103.226', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -54, 'Best RSSI (dBm)': -36, 'Uplink Data': 56574, 'Downlink Data': 841235, 'Avg. data rate': 183, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 5, 5, 10, 397107), 'First Detected At': datetime.datetime(2024, 2, 2, 0, 7, 46, 461054), 'Location': 'Phillipfurt', 'Sticky': True, 'Tag': 'available'}
{'Device Status': 'Failed', 'Name': 'Katherine Henry', 'User Name': 'klindsey', 'MAC Address': '99:23:47:7c:9e:86', 'IP Address': '8.5.179.56', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -84, 'Best RSSI (dBm)': -99, 'Uplink Data': 235811, 'Downlink Data': 411477, 'Avg. data rate': 576, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 4, 30, 20, 388091), 'First Detected At': datetime.datetime(2024, 1, 2, 13, 22, 30, 479700), 'Location': 'Raymondland', 'Sticky': True, 'Tag': 'take'}
{'Device Status': 'Failed', 'Name': 'Angela Jackson', 'User Name': 'jfowler', 'MAC Address': '2a:9b:54:dd:93:e8', 'IP Address': '116.81.198.233', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -70, 'Best RSSI (dBm)': -55, 'Uplink Data': 911054, 'Downlink Data': 475985, 'Avg. data rate': 617, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 18, 2, 18, 604592), 'First Detected At': datetime.datetime(2024, 1, 21, 11, 38, 41, 508820), 'Location': 'Sarahborough', 'Sticky': True, 'Tag': 'prove'}
{'Device Status': 'Connected', 'Name': 'Thomas Weaver', 'User Name': 'grahambryce', 'MAC Address': 'f5:9c:d7:9d:2b:3f', 'IP Address': '126.250.35.19', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -55, 'Best RSSI (dBm)': -96, 'Uplink Data': 82033, 'Downlink Data': 178935, 'Avg. data rate': 949, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 9, 25, 38, 632336), 'First Detected At': datetime.datetime(2024, 2, 4, 5, 58, 13, 336958), 'Location': 'North Maryshire', 'Sticky': True, 'Tag': 'collection'}
{'Device Status': 'Connected', 'Name': 'Daniel James', 'User Name': 'chloe04', 'MAC Address': 'b5:96:d9:3f:2d:55', 'IP Address': '75.88.191.106', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -86, 'Best RSSI (dBm)': -34, 'Uplink Data': 191839, 'Downlink Data': 481645, 'Avg. data rate': 769, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 22, 48, 48, 656552), 'First Detected At': datetime.datetime(2024, 1, 3, 15, 32, 48, 964495), 'Location': 'South Jamie', 'Sticky': True, 'Tag': 'else'}
{'Device Status': 'Failed', 'Name': 'Michael Hall', 'User Name': 'angelawalker', 'MAC Address': '3a:bb:db:f5:3c:66', 'IP Address': '131.100.195.49', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -81, 'Best RSSI (dBm)': -30, 'Uplink Data': 557233, 'Downlink Data': 96677, 'Avg. data rate': 167, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 3, 33, 26, 23363), 'First Detected At': datetime.datetime(2024, 1, 10, 18, 32, 36, 571095), 'Location': 'Dawnberg', 'Sticky': False, 'Tag': 'guess'}
{'Device Status': 'Connected', 'Name': 'Megan Duffy', 'User Name': 'nwells', 'MAC Address': 'cf:e4:18:3f:8b:8c', 'IP Address': '160.167.16.67', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -96, 'Best RSSI (dBm)': -74, 'Uplink Data': 916335, 'Downlink Data': 849124, 'Avg. data rate': 397, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 15, 22, 34, 448602), 'First Detected At': datetime.datetime(2024, 1, 10, 22, 32, 13, 122983), 'Location': 'Port Danny', 'Sticky': True, 'Tag': 'huge'}
{'Device Status': 'Failed', 'Name': 'Denise Brown', 'User Name': 'taylorkristi', 'MAC Address': '65:38:0b:23:86:0a', 'IP Address': '52.122.202.160', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -50, 'Best RSSI (dBm)': -40, 'Uplink Data': 182818, 'Downlink Data': 417003, 'Avg. data rate': 758, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 1, 51, 28, 111931), 'First Detected At': datetime.datetime(2024, 1, 30, 12, 46, 11, 702294), 'Location': 'East Jacobtown', 'Sticky': True, 'Tag': 'move'}
{'Device Status': 'Failed', 'Name': 'Thomas Jones', 'User Name': 'oscarmartin', 'MAC Address': 'c2:b0:08:cf:9c:b7', 'IP Address': '180.165.117.88', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -99, 'Best RSSI (dBm)': -82, 'Uplink Data': 606133, 'Downlink Data': 167773, 'Avg. data rate': 710, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 13, 53, 0, 63493), 'First Detected At': datetime.datetime(2024, 1, 2, 10, 13, 25, 703578), 'Location': 'Ortiztown', 'Sticky': False, 'Tag': 'position'}
{'Device Status': 'Failed', 'Name': 'Ronald Morris', 'User Name': 'breynolds', 'MAC Address': 'bd:0b:4f:ab:ff:8a', 'IP Address': '209.192.207.108', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -98, 'Best RSSI (dBm)': -48, 'Uplink Data': 31169, 'Downlink Data': 567059, 'Avg. data rate': 719, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 18, 32, 6, 44303), 'First Detected At': datetime.datetime(2024, 2, 1, 22, 54, 40, 249922), 'Location': 'New Meagan', 'Sticky': True, 'Tag': 'reason'}
{'Device Status': 'Connected', 'Name': 'Amanda Green', 'User Name': 'ewright', 'MAC Address': '7a:d3:48:2b:5c:2d', 'IP Address': '211.190.208.232', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -83, 'Best RSSI (dBm)': -61, 'Uplink Data': 107898, 'Downlink Data': 534701, 'Avg. data rate': 300, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 15, 28, 28, 604640), 'First Detected At': datetime.datetime(2024, 1, 16, 17, 42, 11, 659797), 'Location': 'Richardsonhaven', 'Sticky': True, 'Tag': 'threat'}
{'Device Status': 'Connected', 'Name': 'Steven Stein', 'User Name': 'johnny87', 'MAC Address': '92:01:11:cc:8a:b4', 'IP Address': '217.106.19.63', 'OS': 'Windows', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -72, 'Best RSSI (dBm)': -32, 'Uplink Data': 598017, 'Downlink Data': 24530, 'Avg. data rate': 434, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 12, 29, 2, 955433), 'First Detected At': datetime.datetime(2024, 1, 30, 2, 48, 57, 560578), 'Location': 'Christopherfurt', 'Sticky': False, 'Tag': 'base'}
{'Device Status': 'Failed', 'Name': 'Andrea Rodriguez', 'User Name': 'martinbreanna', 'MAC Address': '5f:cc:cb:29:ee:c2', 'IP Address': '190.10.49.216', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -48, 'Best RSSI (dBm)': -78, 'Uplink Data': 78488, 'Downlink Data': 159172, 'Avg. data rate': 527, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 9, 17, 42, 121538), 'First Detected At': datetime.datetime(2024, 1, 29, 7, 13, 57, 114904), 'Location': 'Samanthafurt', 'Sticky': True, 'Tag': 'before'}
{'Device Status': 'Connected', 'Name': 'Randy Doyle', 'User Name': 'jhines', 'MAC Address': '7f:06:e9:fd:f9:e4', 'IP Address': '24.149.46.221', 'OS': 'macOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -94, 'Best RSSI (dBm)': -57, 'Uplink Data': 342324, 'Downlink Data': 532261, 'Avg. data rate': 527, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 14, 39, 33, 876554), 'First Detected At': datetime.datetime(2024, 1, 20, 1, 57, 45, 421725), 'Location': 'Robinsonside', 'Sticky': False, 'Tag': 'drop'}
{'Device Status': 'Failed', 'Name': 'Megan Guerrero', 'User Name': 'brucesolomon', 'MAC Address': '44:87:7e:25:d9:41', 'IP Address': '82.169.57.182', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -99, 'Best RSSI (dBm)': -41, 'Uplink Data': 943295, 'Downlink Data': 873815, 'Avg. data rate': 270, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 3, 56, 5, 207218), 'First Detected At': datetime.datetime(2024, 1, 3, 22, 47, 42, 478838), 'Location': 'West Carolinehaven', 'Sticky': True, 'Tag': 'card'}
{'Device Status': 'Failed', 'Name': 'Ronald Bradshaw', 'User Name': 'samuel50', 'MAC Address': '99:35:23:4d:07:93', 'IP Address': '205.130.234.46', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -37, 'Best RSSI (dBm)': -34, 'Uplink Data': 182070, 'Downlink Data': 82852, 'Avg. data rate': 199, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 6, 8, 13, 294322), 'First Detected At': datetime.datetime(2024, 1, 11, 1, 31, 9, 608094), 'Location': 'Port Cory', 'Sticky': True, 'Tag': 'available'}
{'Device Status': 'Connected', 'Name': 'Audrey Long', 'User Name': 'jill95', 'MAC Address': '67:4c:c7:e9:6d:fd', 'IP Address': '59.91.115.28', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -37, 'Best RSSI (dBm)': -47, 'Uplink Data': 875667, 'Downlink Data': 679572, 'Avg. data rate': 666, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 23, 57, 49, 817256), 'First Detected At': datetime.datetime(2024, 1, 6, 4, 48, 18, 11626), 'Location': 'West Eric', 'Sticky': True, 'Tag': 'be'}
{'Device Status': 'Failed', 'Name': 'Dustin Patterson', 'User Name': 'mrivera', 'MAC Address': 'c3:61:a5:34:66:cd', 'IP Address': '130.151.83.170', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -30, 'Best RSSI (dBm)': -53, 'Uplink Data': 630195, 'Downlink Data': 945396, 'Avg. data rate': 106, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 8, 20, 2, 242195), 'First Detected At': datetime.datetime(2024, 1, 19, 12, 58, 34, 520886), 'Location': 'Shafferborough', 'Sticky': False, 'Tag': 'increase'}
{'Device Status': 'Connected', 'Name': 'Lance White', 'User Name': 'michael48', 'MAC Address': 'ec:b7:bc:b5:85:77', 'IP Address': '36.18.188.0', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -87, 'Best RSSI (dBm)': -39, 'Uplink Data': 419494, 'Downlink Data': 22159, 'Avg. data rate': 206, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 17, 8, 50, 885543), 'First Detected At': datetime.datetime(2024, 2, 2, 6, 23, 15, 94656), 'Location': 'Tiffanytown', 'Sticky': False, 'Tag': 'thousand'}
{'Device Status': 'Connected', 'Name': 'Brooke Adams', 'User Name': 'brownadrian', 'MAC Address': '49:eb:94:7f:92:5f', 'IP Address': '86.205.27.92', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -36, 'Best RSSI (dBm)': -92, 'Uplink Data': 782422, 'Downlink Data': 735206, 'Avg. data rate': 248, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 6, 32, 34, 565586), 'First Detected At': datetime.datetime(2024, 2, 6, 0, 15, 45, 673567), 'Location': 'Ryanchester', 'Sticky': True, 'Tag': 'none'}
{'Device Status': 'Connected', 'Name': 'Kenneth Torres', 'User Name': 'kendraspencer', 'MAC Address': 'e7:1d:c6:db:aa:e3', 'IP Address': '3.2.190.176', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -99, 'Best RSSI (dBm)': -57, 'Uplink Data': 934432, 'Downlink Data': 505643, 'Avg. data rate': 67, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 2, 23, 39, 106748), 'First Detected At': datetime.datetime(2024, 1, 27, 0, 54, 49, 821850), 'Location': 'Leestad', 'Sticky': True, 'Tag': 'defense'}
{'Device Status': 'Connected', 'Name': 'Kimberly Brown', 'User Name': 'shannonlevy', 'MAC Address': '4b:23:19:65:e1:27', 'IP Address': '13.126.5.104', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -32, 'Best RSSI (dBm)': -30, 'Uplink Data': 156925, 'Downlink Data': 308889, 'Avg. data rate': 189, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 19, 9, 32, 490211), 'First Detected At': datetime.datetime(2024, 2, 1, 20, 22, 37, 908137), 'Location': 'Douglasmouth', 'Sticky': True, 'Tag': 'sell'}
{'Device Status': 'Connected', 'Name': 'Samantha Ward', 'User Name': 'christopherhanson', 'MAC Address': '4f:eb:59:06:19:6e', 'IP Address': '159.167.86.94', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -38, 'Best RSSI (dBm)': -69, 'Uplink Data': 948336, 'Downlink Data': 635948, 'Avg. data rate': 742, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 14, 9, 35, 247915), 'First Detected At': datetime.datetime(2024, 1, 8, 7, 22, 18, 296530), 'Location': 'Wilkersonchester', 'Sticky': True, 'Tag': 'occur'}
{'Device Status': 'Connected', 'Name': 'Kevin Jones', 'User Name': 'parsonsrebecca', 'MAC Address': 'b5:4c:90:ea:7a:72', 'IP Address': '22.238.93.18', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -54, 'Best RSSI (dBm)': -80, 'Uplink Data': 607306, 'Downlink Data': 529799, 'Avg. data rate': 186, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 21, 42, 12, 999050), 'First Detected At': datetime.datetime(2024, 1, 22, 18, 15, 31, 107436), 'Location': 'East Jessica', 'Sticky': True, 'Tag': 'step'}
{'Device Status': 'Failed', 'Name': 'Johnathan Alexander', 'User Name': 'brett87', 'MAC Address': 'c7:c0:06:90:69:a4', 'IP Address': '1.49.50.177', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -59, 'Best RSSI (dBm)': -75, 'Uplink Data': 621609, 'Downlink Data': 381261, 'Avg. data rate': 620, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 16, 48, 24, 64680), 'First Detected At': datetime.datetime(2024, 1, 13, 4, 23, 23, 751981), 'Location': 'Peterport', 'Sticky': False, 'Tag': 'shake'}
{'Device Status': 'Connected', 'Name': 'Shawn Miller', 'User Name': 'avillarreal', 'MAC Address': 'aa:91:72:e9:3a:1a', 'IP Address': '47.53.232.77', 'OS': 'Windows', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -34, 'Best RSSI (dBm)': -66, 'Uplink Data': 100869, 'Downlink Data': 189123, 'Avg. data rate': 368, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 21, 4, 27, 514878), 'First Detected At': datetime.datetime(2024, 1, 22, 19, 15, 0, 83699), 'Location': 'East Tonymouth', 'Sticky': True, 'Tag': 'south'}
{'Device Status': 'Connected', 'Name': 'Diane Russell', 'User Name': 'rosslindsey', 'MAC Address': 'ea:32:f2:fa:0a:39', 'IP Address': '122.172.84.170', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -89, 'Best RSSI (dBm)': -68, 'Uplink Data': 735136, 'Downlink Data': 167413, 'Avg. data rate': 278, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 4, 38, 45, 161284), 'First Detected At': datetime.datetime(2024, 1, 5, 8, 51, 51, 666205), 'Location': 'Tylerchester', 'Sticky': False, 'Tag': 'idea'}
{'Device Status': 'Connected', 'Name': 'Edgar Hale', 'User Name': 'brianjohnson', 'MAC Address': 'db:52:08:7d:f2:9d', 'IP Address': '179.175.252.5', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -93, 'Best RSSI (dBm)': -30, 'Uplink Data': 407075, 'Downlink Data': 776287, 'Avg. data rate': 906, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 13, 34, 43, 981363), 'First Detected At': datetime.datetime(2024, 2, 4, 18, 21, 41, 348821), 'Location': 'Daniellechester', 'Sticky': True, 'Tag': 'create'}
{'Device Status': 'Failed', 'Name': 'Jeremy Smith', 'User Name': 'ohooper', 'MAC Address': 'ee:6b:0a:0c:43:97', 'IP Address': '123.115.56.88', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -48, 'Best RSSI (dBm)': -52, 'Uplink Data': 902720, 'Downlink Data': 685059, 'Avg. data rate': 237, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 8, 17, 47, 917734), 'First Detected At': datetime.datetime(2024, 1, 26, 0, 16, 9, 295196), 'Location': 'Michaelview', 'Sticky': True, 'Tag': 'play'}
